id,new_id,title,tags
9583,4114,Divine Secrets of the Ya-Ya Sisterhood,secretsociety conciliation marriage motherdaughterrelationship playwright familyfeud womandirector SandraBullock EllenBurstyn FionnulaFlanagan JamesGarner CherryJones AshleyJudd MaggieSmith ShirleyKnight AngusMacfadyen JacquelineMcKenzie KierstenWarren DavidLeeSmith GinaMcKee MatthewSettle Comedy Drama Romance 2002
18408,4115,Cherish,housearrest independentfilm outcast lawyer policeofficer lonelyman RobinTunney BradHunt LizPhair TimBlakeNelson LindsayCrouse KelvinHanYee JasonPriestley KarenaDavis ScottBreitenstein TimGriffin KathleenStefano StephenPolk NoraDunn RicardoGil KennyKwong PhilLaMarr Comedy Drama Mystery Thriller 2002
13245,4116,Atanarjuat: The Fast Runner,brotherbrotherrelationship jealousy inuit revenge evilspirit NatarUngalaaq SylviaIvalu Peter-HenryArnatsiaq LucyTulugarjuk PakakInnuksuk MadelinePiujuqIvalu PauloosieQulitalik EugeneIpkarnak NeeveIrngaut AbrahamUlayuruluk ApayataKotierk MaryQulitalik LukeTaqqaugaq AlexUttak FelixAlaralak Fantasy Drama 2002
2501,4117,The Bourne Identity,paris barcelonaspain assassin basedonnovel secretidentity amnesia sniper passport missionofmurder lovers escape shootout footchase cellphone carchase multipleidentities surveillancecamera hamburggermany fishingboat langleyvirginia safedepositbox flashback handtohandcombat MattDamon FrankaPotente ChrisCooper CliveOwen BrianCox AdewaleAkinnuoye-Agbaje GabrielMann WaltonGoggins JoshHamilton JuliaStiles OrsoMariaGuerrini TimDutton DenisBraccini NickyNaude DavidSelburg DemetriGoritsas RussellLevy AnthonyGreen HubertSaint-Macary DavidBamber GwenaelClause EmanuelBooz PhilippeDurand VincentFranklin PauletteFrantz ThierryRené RogerFrost DavidGasman HarryGilbert DelphineLanson WilliamCagnard KaitTenison JosephBeddelin RainerWerner KatieThynne AaronLilly RonaldBenefield BradleyJ.Goode TroyLenhardt JoshuaMcNew JoeMontana JohnPawlikowski MichaelRix BradRizer AndrewWebster HoustonWilliams AlainGrellier ArnaudHenriet Jean-YvesBilien DannyErskine Elwin'Chopper'David Action Drama Mystery Thriller 2002
9637,4118,Scooby-Doo,"amateurdetective voodoo resort crimesolving FreddiePrinzeJr. SarahMichelleGellar MatthewLillard LindaCardellini RowanAtkinson NeilFanning ScottInnes IslaFisher PamelaAnderson MarkMcGrath MiguelA.Núñez,Jr. Mystery Adventure Comedy 2002"
12100,4119,Windtalkers,japan worldwarii radiotransmission marinecorps u.s.army code navajo pacificwar NicolasCage AdamBeach PeterStormare NoahEmmerich MarkRuffalo JasonIsaacs ChristianSlater FrancesO'Connor KeithCampbell MartinHenderson Drama Action History War 2002
16857,4120,The Dangerous Lives of Altar Boys,independentfilm EmileHirsch KieranCulkin JodieFoster VincentD'Onofrio JenaMalone JakeRichardson MelissaMcBride Comedy Drama 2002
52258,4121,The Emperor's New Clothes, IanHolm IbenHjejle TimMcInnerny NigelTerry Comedy Drama Family Foreign Romance 2001
15813,4122,Dark Blue World,czech pilot aviation KryštofHádek TaraFitzgerald CharlesDance OldřichKaiser DavidNovotný LindaRybová JaromírDulava LukásKantor JurajBernáth MiroslavTáborský Hans-JörgAssmann AnnaMassey OndřejVetchý ThureRiefenstein ViktorPreiss JohnWarnaby PetrBurian JeremySwift SophieWilcox CharlotteFairman CarolineHoldaway DanielaKolářová Action Drama War 2001
18905,4123,Caveman,stoneage slapstick cavemen prehistoricadventure prehistorictimes prehistoricman RingoStarr DennisQuaid ShelleyLong JackGilford BarbaraBach CarlLumbly JohnMatuszak AverySchreiber RichardMoll CorkHubbert MarkKing PacoMorayta EvanC.Kim EdGreenberg JackScalici ErikaCarlsson AnaísdeMelo AnaDeSade GerardoZepeda Comedy Adventure 1981
14774,4124,Cheech & Chong's The Corsican Brothers,clowning mistakenidentity twins CheechMarin TommyChong RoyDotrice ShelbyChong EdieMcClurg RikkiMarin Comedy 1984
17898,4125,Silver Bullet,werewolf GaryBusey EverettMcGill CoreyHaim MeganFollows TerryO'Quinn JamesGammon TovahFeldshuh LawrenceTierney BillSmitrovich JoeWright RobinGroves LeonRussom KentBroadhurst HeatherSimmons JamesA.Baffico RebeccaFleming WilliamNewman SamStoneburner LonnieMoore RickPasotto CassidyEckert WendyWalker MichaelLague MyraMailloux WilliamBrown HerbHarton DavidHart GrahamSmith PaulButler CrystalField JuliusLeFlore RoxanneAalam PearlJones IshJonesJr. StevenWhite ConradMcLaren TovahFeldshuh LauraWarner Horror 1985
21635,4126,"Sorry, Wrong Number",plannedmurder telephone radioprogram femaleprotagonist invalid flashback BarbaraStanwyck BurtLancaster AnnRichards WendellCorey HaroldVermilyea EdBegley LeifErickson WilliamConrad JohnBromfield JimmyHunt DorothyNeumann PaulFierro Drama Thriller 1948
10169,4127,Men at Work,vietnamveteran pelletgun referencetooprahwinfrey bratpack phrenology CharlieSheen EmilioEstevez LeslieHope KeithDavid DeanCameron JohnGetz HawkWolinski JohnLavachielli GeoffreyBlake CameronDye JohnPutch TommyHinkley DarrellLarson SyRichardson KariWhitman TroyEvans BobBrown ErikStabenau BobbyBurns EddieBraun BradWyman Comedy Crime 1990
13909,4128,She Wore a Yellow Ribbon,"captain fort retirement attack cavalry JohnWayne JoanneDru JohnAgar BenJohnson HarryCarey,Jr. VictorMcLaglen MildredNatwick GeorgeO'Brien ArthurShields MichaelDugan ChiefJohnBigTree FredGraham GeorgeSkyEagle TomTyler NobleJohnson PaulFix FrancisFord CliffLyons FrankMcGrath IrvingPichel WilliamSteele JackTornek DanWhite HarryWoods Western 1949"
35696,4129,Juwanna Mann,"sport basketball crossdressing mandressedaswoman MiguelA.Núñez,Jr. VivicaA.Fox KevinPollak TommyDavidson Ginuwine Lil'Kim DikembeMutombo VladeDivac TyroneBogues RasheedWallace KimWayans JeniferLewis AnnieCorley TerryLoughlin BonnieJohnson TammiReiss Comedy Drama 2002"
11544,4130,Lilo & Stitch,sistersisterrelationship extraterrestrialtechnology hawaii adoption mutation alienlife-form alienphenomenons animation dog deadparents ChrisSanders DaveighChase TiaCarrere DavidOgdenStiers KevinMcDonald VingRhames KevinMichaelRichardson JasonScottLee ZoeCaldwell AmyHill SusanHegarty Animation Family 2002
180,4131,Minority Report,self-fulfillingprophecy washingtond.c. evidence future hologram dystopia murder neo-noir futurenoir TomCruise ColinFarrell SamanthaMorton MaxvonSydow LoisSmith PeterStormare TimBlakeNelson SteveHarris KathrynMorris MikeBinder DanielLondon NealMcDonough JessicaCapshaw PatrickKilpatrick JessicaHarper AshleyCrow AryeGross FionaHale GeorgeWallace FrankGrillo CameronDiaz WilliamMapother JasonAntoon Action Thriller ScienceFiction Mystery 2002
9555,4132,Rabbit-Proof Fence,childabuse sistersisterrelationship prosecution australia approvedschool basedontruestory independentfilm tracker survival outback colonialism australianaborigine australianoutback aboriginal aborigine perth EverlynSampi TiannaSansbury LauraMonaghan KennethBranagh DavidGulpilil JasonClarke NingaliLawford MyarnLawford DeborahMailman GarryMcDonald CelineO'Leary Adventure Drama Action History 2002
57022,4133,Sunshine State,independentfilm AlanKing AngelaBassett TimothyHutton MarySteenburgen CliftonJames JamesMcDaniel MiguelFerrer EdieFalco RichardEdson GordonClapp AlexLewis CullenDouglas EliotAsinof AmandaWing KyleMeenan PerryLang MarcBlucas Drama 2002
17710,4134,Hey Arnold! The Movie, SpencerKlein FrancescaSmith JamilWalkerSmith DanCastellaneta TressMacNeille PaulSorvino JenniferJasonLeigh ChristopherLloyd Animation Family 2002
2022,4135,Mr. Deeds,loveletter newhampshire ferrari liar citycountrycontrast inheritance billionaire newyorkcity kindness fable appletree corporatetakeover chryslerbuilding AdamSandler WinonaRyder JohnTurturro AllenCovert PeterGallagher ErickAvari JaredHarris SteveBuscemi ConchataFerrell PeterDante HarvePresnell BrandonMolale JohnMcEnroe Comedy Romance 2002
50035,4136,Lovely & Amazing,womandirector CatherineKeener BrendaBlethyn EmilyMortimer JakeGyllenhaal JamesLeGros DermotMulroney TroyRuptash RavenGoodwin DreyaWeber ClarkGregg AshlynnRose BrookeAllison AunjanueEllis KristenDalton IleenGetz ScottAdsit Comedy Drama Romance 2001
11982,4137,Look Who's Talking Now!,brothersisterrelationship monolog puppy dog family JohnTravolta KirstieAlley LysetteAnthony DianeKeaton DannyDeVito OlympiaDukakis DavidGallagher TabithaLupien CharlesBarkley GeorgeSegal Romance Comedy Family 1993
21972,4138,Like Mike,bet lightning sportsteam sport basketball bullying orphanage teenager ShadMoss МоррисЧестнат JonathanLipnicki BrendaSong JessePlemons JuliusRitter CrispinGlover AnneMeara RobertForster EugeneLevy RogerMorrissey TimonKyle DavidBrown Comedy Drama Family Fantasy 2002
608,4139,Men in Black II,savingtheworld secretidentity sunglasses undercover spacemarine illegalimmigration deportation newidentity flyingsaucer light firearm alien fictionalgovernmentagency TommyLeeJones WillSmith RipTorn LaraFlynnBoyle JohnnyKnoxville RosarioDawson TonyShalhoub PatrickWarburton JackKehler DavidCross ColombeJacobsen-Derstine PeterSpellos MichaelBaileySmith RickBaker MichaelJackson DougJones DerekMears MichaelRivkin LennyVenito HowardSpiegel AlpheusMerchant JoelMcKinnonMiller JayJohnston Action Adventure Comedy ScienceFiction 2002
59387,4140,The Powerpuff Girls Movie,basedontvseries femaleprotagonist superpowers herotrio CathyCavadini TaraStrong E.G.Daily TomKane TomKenny RogerL.Jackson JenniferHale GreyGriffin Animation Action Family 2002
17043,4141,The Crocodile Hunter: Collision Course,crocodile SteveIrwin TerriIrwin MagdaSzubanski DavidWenham LachyHulme AdenYoung KennethRansom KateBeahan SteveBastoni StevenVidler AlysonStanden AlexRuiz DavidFranklin RobertColeby Family Action Adventure 2002
6278,4142,Reign of Fire,dragon evolution firechief animatedmap theatreaudience dragonslayer tunnelconstruction firerepellent drilling iodine ChristianBale MatthewMcConaughey IzabellaScorupco GerardButler AlexanderSiddig ScottMoutter DavidKennedy NedDennehy RoryKeenan TerenceMaynard DougCockle RandallCarlton ChrisKelly BenThornton AliceKrige Adventure Action Fantasy 2002
4147,4143,Road to Perdition,basedongraphicnovel homework shotinthechin softboiledegg learningtodrive spoiledson scarredface thompsonsubmachinegun frostonawindow cauterizingawound libertyhalfdollar TomHanks TylerHoechlin JenniferJasonLeigh LiamAiken PaulNewman DanielCraig CiaránHinds DavidDarlow KevinChamberlin DougSpinuzza JudeLaw StanleyTucci KurtNaebig DuaneSharp DylanBaker MichaelSassone RoderickPeeples KeithKupferer LaraPhillips MinaBadie HeidiJayneNetzley LanceBaker NicolasCade JohnJudd KerryRossall IanBarford RobMaxey MaureenGallagher DianeDorsey HarryGroener PeggyRoeder JamesGreene Thriller Crime Drama 2002
14651,4144,My Wife Is an Actress, CharlotteGainsbourg YvanAttal TerenceStamp NoémieLvovsky LudivineSagnier LionelAbelanski KeithAllen JoMcInnes Drama Comedy Romance 2001
20324,4145,The Importance of Being Earnest,lovetriangle etiquette marriage basedonplayormusical mistakenidentity cerebral MichaelRedgrave MichaelDenison EdithEvans JoanGreenwood DorothyTutin MargaretRutherford MilesMalleson RichardWattis WalterHudd AubreyMather Romance Comedy Drama 1952
49370,4146,Perfect,courtroom gym aerobics fitness JohnTravolta JamieLeeCurtis MariluHenner LaraineNewman JannWenner AnneDeSalvo MathewReed Drama Romance 1985
42254,4147,Fox and His Friends,gay munich carnival lottery lover fool friends homosexuality subculture classconflict deutsche humbug RainerWernerFassbinder PeterChatel KarlheinzBöhm AdrianHoven ChristianeMaybach HarryBaer RudolfLenz KurtRaab KarlScheydt BrigitteMira BarbaraValentin WalterSedlmayr PeterKern BruceLow MarquardBohm EvelynKünneke ElmaKarlowa LiloPempeit IngridCaven UllaJacobsson HarkBohm IrmHermann ElHedibenSalem Crime Drama Romance 1975
2721,4148,Z,assassination cia greece politics government police cover-up rightwing magistrate rally YvesMontand IrenePapas Jean-LouisTrintignant JacquesPerrin CharlesDenner BernardFresson FrançoisPérier PierreDux GeorgesGéret MagaliNoël MarcelBozzuffi RenatoSalvatori JulienGuiomar JeanDasté ClotildeJoano MauriceBaquet HassanHassani GérardDarrieu JeanBouise Jean-PierreMiquel VanDoude GuyMairesse AndréeTainsy EvaSimonet FrançoisChaumette JoséArtur RaoulCoutard SteveGadler GabrielJabbour SidAhmedAgoumi GeorgesRouquier Drama History Thriller 1969
1364,4149,Sex and Lucia,sex madrid waitress lossoflover dream loveofone'slife formentera unsimulatedsex pregnancy extramaritalaffair illegitimateson PazVega TristánUlloa NajwaNimri DanielFreire ElenaAnaya SilviaLlanos DianaSuárez JavierCámara JuanFernández Drama Romance 2001
8869,4150,Eight Legged Freaks,pickup wettingpants hockeymask barbershop perfume auntnephewrelationship straightrazor townmeeting forklift contamination spiders animalhorror DavidArquette KariWuhrer ScottTerra ScarlettJohansson DougE.Doug RickOverton LeonRippy MattCzuchry EileenRyan RileySmith JaneEdithWilson JackMoore RoyGaintner JayArlenJones MattHolwick JohnStorey DonChamplin DavidEarlWaterman TereySummers RandiKlein JohnEnnis RyanC.Benson Bruiser Action Comedy Horror Thriller 2002
8665,4151,K-19: The Widowmaker,submarine sovietunion coremelt northatlantic nuclear womandirector HarrisonFord LiamNeeson PeterSarsgaard JossAckland JohnShrapnel DonaldSumpter TimWoodward SteveNicolson GeorgeAnton JamesFrancisGinty LexShrapnel IngvarEggertSigurðsson SamSpruell SamRedford PeterStebbings RomanPodhora ShaunBenson DmitryChepovetsky ChristopherRedman TyghRunyan PeterGraham ShawnMathieson JacobPitts ChristopherRouth LubomirMykytiuk MichaelGladis ChristianCamargo RavilIsyanov KristenHolden-Ried Drama History Thriller 2002
10996,4152,Stuart Little 2,mouse falcon bird friendship family MichaelJ.Fox GeenaDavis HughLaurie JonathanLipnicki AnnaHoelck AshleyHoelck NathanLane MelanieGriffith JamesWoods SteveZahn MariaBamford KevinOlson RachaelHarris MarcJohnJefferies Family Adventure Animation Comedy 2002
818,4153,Austin Powers in Goldmember,savingtheworld submarine brotherbrotherrelationship clone spy helicopter gold submachinegun asteroid undercover belgium dutch carjourney nightclub laser sumoringer familyhistory auto clowning overweightman conciliation jamesbondspoof duringcreditsstinger MikeMyers BeyoncéKnowles SethGreen MichaelYork MindySterling VerneTroyer MichaelCaine FredSavage DianeMizota CarrieAnnInaba NobuMatsuhisa RobertWagner AnnaMarieGoddard AaronHimelstein JoshZuckerman EvanFarmer TomListerJr. NicholeHiltz GwynethPaltrow AngelaMeryl ScottAukerman JohnTravolta DannyDeVito KevinSpacey TomCruise EddieAdams NeilMullarkey EricWinzenried JimPiddock EstherScott LeynaNguyen JeannetteCharles BrianTee MasiOka KevinCooney ClintHoward MichaelMcDonald DonnaD'Errico FredStoller BradGrunberg GregGrunberg RenUrano KingaPhilipps JohnDonovan MasaKanome HideoKimura HiroshiOtaguro KevinAlexanderStea LindaKim NinaKaczorowski TammyVanderpool NikkiZiering SybilAzur NicoleHumphries PatriceFisher TimothyAnderson FauneA.Chambers KellyCooper R.J.Durell ShaunEarl MichelleElkin JenniferHamilton HunterHamilton MichaelHiggins MarkMeismer MandyMoore AyeshaOrange NathanPrevost LizRamos ShealanSpencer BeccaSweitzer SalvatoreVassallo RobertVinson AmieBarsky LinaChmiel SharonFerguson TreyKnight BrianRichardson KimberleeSuerth LakishaSwift NathanLane KatieCouric RobLowe RyanAllenCarrillo MichaelChaturantabut GabrielCorbin DevynDuex ChristyMcGinityGibel PaulGrace BenHisoler WillHolman EijiInoue JimmyJatho KristenJohnston CharlesM.Kerper MartinKlebba CarolinaLancaster RyanMcGonagle KinseyMcLean MaryleePicciano GeneAnthonyRay TaraRice NicoleSciacca MattSergott SonnySison MichaelSunLee ChrisSung AndreannaVeith KevinVila DanWarner ShaneZeranski OzzyOsbourne StevenSpielberg BritneySpears Comedy Crime ScienceFiction 2002
29047,4154,The Kid Stays in the Picture,cocaine arrangedmarriage love hollywood womandirector RobertEvans NormaShearer AliMacGraw ErnestHemingway CatherineDeneuve EddieAlbert AvaGardner ErrolFlynn TyronePower FrancisFordCoppola Documentary 2002
6404,4155,Nosferatu the Vampyre,transylvania smalltown coffin pest castle vampire bed ship bite house independentfilm blood cowardliness doctor goodandbad KlausKinski IsabelleAdjani BrunoGanz RolandTopor WalterLadengast DanvanHusen JanGroth CarstenBodinus MartjeGrohmann RijkdeGooyer ClemensScheitz LovanHensbergen BovanHensbergen MargietvanHartingsveld TimBeekman BeverlyWalker RudolfWolf JohanteSlaa ClaudeChiarini StefanHusar RogerBerryLosch WernerHerzog JacquesDufilho JohnLeddy Drama Horror 1979
19133,4156,The Big Bus,bus busride busbomb slapstick disaster spoof madcapcomedy disasterfilm JosephBologna StockardChanning JohnBeck ReneAuberjonois NedBeatty BobDishy JoséFerrer RuthGordon HaroldGould LarryHagman SallyKellerman RichardMulligan LynnRedgrave RichardB.Shull StuartMargolin HowardHesseman MaryCharlotteWilcox WalterBrooke VicTayback MurphyDunne Action Comedy 1976
3780,4157,Red Beard,japan japanese nudity heal lunaticasylum career uniform clinic doctor psychiatrist intern ToshirōMifune YûzôKayama TsutomuYamazaki ReikoDan MiyukiKuwano KyôkoKagawa TatsuyoshiEhara TerumiNiki AkemiNegishi YoshioTsuchiya EijirôTôno TakashiShimura HarukoSugimura ChishuRyu KinuyoTanaka KamatariFujiwara EijirôYanagi YoshitakaZushi KôjiMitsui KôNishimura NobuoChiba KenMitsuda KamatariFujiwara YôkoFujiyama YôkoNaitô ReikoNanao YôkoNaitô ImariTsuji AkikoNomura SueMitobe KinSugai MichikoAraki BokuzenHidari AtsushiWatanabe YasuzôOgawa YutakaSada IkioSawamura NorikoHonma MiyokoNakamura AkikoKazami ChisatoAoki KyokoKurisu YukikoYanagishita ToshikoFukai KeikoTomita ShôjiÔki ShôichiHirose HiroyoshiYamaguchi MasanobuÔkubo FujioTokita YasuoAraki HiroshiTanaka ShinIbuki KanzôUni HirotoKimura ShuKomoro RyûKuze SusumuIshikawa Drama 1965
8764,4158,Top Secret!,spy rockandroll bookshop beach prisoner liberationofprisoners airplane parachute pub surfing cow elvis autoradio ballet spoof anarchiccomedy ValKilmer LucyGutteridge PeterCushing JeremyKemp ChristopherVilliers WarrenClarke HarryDitson JimCarter EddieTagoe OmarSharif TristramJellinek BillyJ.Mitchell IanMcNeice MichaelGough Comedy 1984
13908,4159,The Master of Disguise,aftercreditsstinger duringcreditsstinger DanaCarvey BrentSpiner JenniferEsposito HaroldGould JamesBrolin AustinWolff EdieMcClurg MariaCanals-Barrera RobertMachray MichaelBaileySmith RachelLederman MarkDevine KenanThompson JayJohnston JessicaSimpson JessicaLeeKeller Comedy Family 2002
2675,4160,Signs,symbolism water farm faith alien familyrelationships ruralsetting alieninvasion cropcircle alienattack lossoffaith alienencounter MelGibson JoaquinPhoenix RoryCulkin AbigailBreslin CherryJones M.NightShyamalan PatriciaKalember TedSutton MerrittWever MarionMcCorry MichaelShowalter RhondaOverby LannyFlaherty CliffordDavid KevinPires Drama Thriller ScienceFiction Mystery 2002
12308,4161,The Last Kiss,pregnancyandbirth kiss relationshipproblems man-womanrelation cowardliness StefanoAccorsi GiovannaMezzogiorno MartinaStella PierfrancescoFavino ClaudioSantamaria SabrinaImpacciatore GiorgioPasotti StefaniaSandrelli LuigiDiberti SergioCastellitto ReginaOrioli MarcoCocci DanielaPiazza LinaBernardi PieroNatoli VittorioAmandola GiuliaCarmignani SilvioMuccino CarmenConsoli InesNobili BiancaCherici NinoD'Agata ElisabettaRocchetti Comedy Drama Romance 2001
9488,4162,Spy Kids 2: The Island of Lost Dreams,spy experiment island secretorganization wretch weapon rivalry scientist AntonioBanderas CarlaGugino AlexaPenaVega DarylSabara SteveBuscemi MikeJudge DannyTrejo CheechMarin MattO'Leary EmilyOsment RicardoMontalban HollandTaylor AlanCumming TaylorMomsen ChristopherMcDonald DaleDudley TroyRobinson RonHayden BrianThornton MarkTurner BillPaxton AngelaLanza FelixSabates LyndaSabates AlexandraSabates VictoriaSabates JasmineMarin TonyShalhoub Action Adventure Family 2002
9962,4163,The Good Girl,suicide sex jealousy dream blackmail lie nudity motel marriage faith drug extramaritalaffair store JenniferAniston JakeGyllenhaal ZooeyDeschanel JohnC.Reilly DeborahRush MikeWhite JohnCarrollLynch TimBlakeNelson JohnDoe RoxanneHart AimeeGarcia AnnieO'Donnell JonShere AliceAmter JeanRhodes LaloGuerrero MichaelHyatt Enzo KenRudulph JacquieBarnbrook Drama Comedy Romance 2002
9573,4164,Blood Work,houseboat heart investigation police ex-cop suspense hearttransplant fbiprofiler ClintEastwood JeffDaniels AnjelicaHuston WandaDeJesus TinaLifford PaulRodríguez DylanWalsh MasonLucero GerryBecker RickHoffman AlixKoromzay IgorJijikine DinaEastwood BeverlyLeech JuneKyotoLu ChaoLiChi GlennMorshower RobertHarvey Crime Drama Mystery Thriller 2002
7451,4165,xXx,sportscar biologicalweapon coldwar russian prague mission athlete nsaagent adrenalinejunkie thrillseeker VinDiesel AsiaArgento SamuelL.Jackson DannyTrejo LeilaArcieri MartonCsokas MichaelRoof RichyMüller WernerDaehn JanPavelFilipensky TomEverett ThomasIanGriffith Eve JoeBucaroIII ChrisGann MartinHub PetrJáklml. WilliamHope TedMaynard DavidAsman Action Adventure Thriller 2002
2750,4166,24 Hour Party People,manchestercity nightclub musical celebration SteveCoogan PaddyConsidine SeanHarris LennieJames ShirleyHenderson AndySerkis JohnSimm RalfLittle DannyCunningham PeterKay JohnThomson KateMagowan MartinHancock DaveGorman EnzoCilenti TonyWilson SimonPegg RobBrydon ChrisCoghill KieranO'Brien KeithAllen PaulPopplewell Rowetta RonCook RaymondWaring ChristopherEccleston SmugRoberts ClintBoon TerriSeymour NaomiRadcliffe MarkE.Smith HowardDeVoto NigelPivaro MargiClarke PeterGunn KennyBaker NeilBell FionaAllen PaulRyder TimHorrocks ColletteCooper TracyCunliffe ElizabethKelly DarrenTighe MikePickering AnnaTyborczyk SeanCernow TobySalaman MartinCoogan HelenSchlesinger DanielLestuzzi Comedy Drama 2002
34070,4167,Songs from the Second Floor,poem poet surrealism anarchiccomedy LarsNordh StefanLarsson BengtC.W.Carlsson TorbjörnFahlström StenAndersson RolandoNúñez LucioVucina PerJörnelius PeterRoth Klas-GöstaOlsson Nils-ÅkeEriksson HannaEriksson TommyJohansson StureOlsson FredrikSjögren Drama Comedy 2000
6173,4168,Read My Lips,thief VincentCassel EmmanuelleDevos OlivierGourmet BernardAlane OlivierPerrier OliviaBonamy CélineSamie PierreDiot FrançoisLoriquet SergeBoutleroff DavidSaracino BôGaultierdeKermoal LoïcLePage NathalieLacroix IsabelleCaubère ChristopheVandevelde Drama Thriller Crime Romance 2001
10305,4169,Merci pour le Chocolat,jealousy parentchildrelationship pianistin suspense illegitimateson IsabelleHuppert JacquesDutronc AnnaMouglalis RodolphePauly MathieuSimonet MichelRobin BrigitteCatillon Drama Crime Mystery 2000
42337,4170,Beau Pere,incest ArielBesse MauriceRonet GenevièveMnich MauriceRisch PatrickDewaere NathalieBaye NicoleGarcia MachaMéril YvesGasc RoseThiéry PierreLeRumeur CatherineAlcover Henri-JacquesHuet JacquesRispal MauriceBiraud MichelBerto Drama Romance 1981
10081,4171,The Principal,"resistance drugtraffic teacher youthgang violence schoollife JimBelushi LouisGossett,Jr. RaeDawnChong SeanMichaelAllen KellyJoMinter J.J.Cohen MichaelWright ReggieJohnson Action Adventure Crime Drama 1987"
11484,4172,Rollerball,sportsteam future dystopia games rollerskating futuresport JamesCaan JohnHouseman MaudAdams JohnBeck MosesGunn PamelaHensley BarbaraTrentham JohnNormington ShaneRimmer BurtKwouk NancyBleier RichardLeParmentier RobertIto RalphRichardson Adventure Action ScienceFiction 1975
11692,4173,The Adventures of Pluto Nash,moon casino bar nightclub future mafiaboss lasergun EddieMurphy RandyQuaid RosarioDawson JoePantoliano JayMohr LuisGuzmán PeterBoyle BurtYoung PamGrier JohnCleese IlleanaDouglas AlexSol HeidiKramer AlissaKramer Action Comedy ScienceFiction 2002
9266,4174,Blue Crush,sea surfer hawaii sport job americanfootballplayer prettywoman KateBosworth MatthewDavis MichelleRodriguez SanoeLake MikaBoorem ChrisTaloa KalaAlexander RubenTejada KaupenaMiranda AsaAquino FaizonLove Fiji ShaunRobinson PaulHatter TamayoPerry Adventure 2002
3640,4175,Mostly Martha,italy competition lossofmother lossofsister cook cooking restaurant barsandrestaurants motherrole kitchen womandirector MartinaGedeck MaximeFoerste SergioCastellitto AugustZirner SibylleCanonica KatjaStudt AntonioWannek İdilÜner OliverBroumis Romance Drama Comedy 2001
30072,4176,Possession, GwynethPaltrow AaronEckhart JeremyNortham JenniferEhle LenaHeadey HollyAird ElodieFrenck ShelleyConn HollyEarl KateO'Toole MegWynnOwen RogerHammond JeanneMarine TobyStephens TomHollander TrevorEve TomHickey GeorgiaMackenzie GrahamCrowden AnnaMassey Drama Mystery Romance 2002
9357,4177,One Hour Photo,sexualabuse hotelroom cheating supermarket penalty nudity knife birthdayparty photography stalker photolab suspense sittingonatoilet imagination voyeurism unfaithfulhusband RobinWilliams ConnieNielsen MichaelVartan ErinDaniels EriqLaSalle GaryCole DylanSmith LeeGarlington MarionCalvert DavidMoreland JimRash NickSearcy DaveEngfer JimmyShubert ClarkGregg AndyRolfes CarmenMormino PeterMacKenzie AndyComeau RobertClotworthy JesseBorja JeanaWilson MeganCorletto PaulHansenKim Horror Thriller 2002
9296,4178,S1m0ne,"filmdirector virtualreality computersimulation filmindustry spectacle AlPacino RachelRoberts CatherineKeener EvanRachelWood JayMohr WinonaRyder JasonSchwartzman EliasKoteas RebeccaRomijn JamesGleason ChristopherNeiman JolieJenkins JoelHeyman BenjaminSalisbury DarnellWilliams JimRash RonPerkins JeffreyPierce JeffWilliams MitziMartin CaroleAndrosky DerrexBrady LisaCerasoli DarinHeames PatrickJ.Dancy AdrianR'Mante DavidDoty MaureenMueller BarryPapick AndiCarnick RichardSaxton VincentBoling MarkThompson KeithMacKechnie PruittTaylorVince AlanLoayza ChrisCoppola LombardoBoyar JenniBlong SusanChuang RobertMusgrave DeborahRawlings ChristinaRydell RodSimmons HalOzsan JaehneMoebius ClaudiaJordan HenryD.Zapata StanleyAnderson ChristopherComes Brad""Chip""Pope GordonSimmons TeresaParente BillA.Jones DanielDo ClydeTull MossMossberg RonnieW.Elliot DanielvonBargen CharlesNoland ChrisMarley SeanCullen AlecMurdock JimBrockhohn AnnieCoffey TonyCrane LilyGareth EdwardC.Gillow PhilHawn DianeHudock MichaelAndrewColinKeller EliasKoteas CamilleWainwright NancyYoung Comedy Drama ScienceFiction 2002"
15070,4179,Undisputed,sport WesleySnipes VingRhames PeterFalk MichaelRooker JonSeda KenMedlock WesStudi FisherStevens DaytonCallie AmyAquino JohnnyWilliams JoeD'Angerio NilsAllenStewart DenisArndt JimLampley EdLover MasterP MichaelBaileySmith RoseRollins SilkkThaShocker C-Murder Action Adventure Drama Thriller 2002
26895,4180,Hush!,japanese baby gayrelationship ReikoKataoka KazuyaTakahashi SeiichiTanabe YokoAkino ManamiFuji KenMitsuishi RyoKase TetsuSawaki Tsugumi DaishiMatsunaga Drama Foreign 2001
60608,4181,How I Killed My Father,womandirector MichelBouquet CharlesBerling NatachaRégnier AmiraCasar StéphaneGuillon FrançoisBerléand HubertKoundé KaroleRocher MarieMicla NicoleEvans EmanuelBooz Drama Foreign 2001
11243,4182,The Care Bears Movie,cloud sorcerer'sapprentice spirit womandirector child MickeyRooney JackieBurroughs GeorgiaEngel SunnyBesenThrasher EvaAlmos PatriciaBlack MellenyBrown BobDermer JayneEastwood Adventure Fantasy Animation Comedy ScienceFiction Family 1985
19975,4183,Care Bears Movie II: A New Generation,kidsandfamily HadleyKay ChrisWiggins CreeSummer AlysonCourt MichaelFantini MaxineMiller PamHyatt Adventure Animation Family 1986
